STATION	DATE	TIME	REMARKS	TYPE	NH4N	NO3N	PO4P	Cl	TKN	TP	TDN	TDP	DOC	K	TSS
2078	4/7/2014	9:00		AFCR	0.12	0.085	0.043	13.0	·	·	0.938	0.0137	·	·	2.50
2078	4/21/2014	9:00		AFCR	0	0.138	0	9.44	·	·	0.535	0.0184	·	·	44.8
2078	5/5/2014	8:45		AFCR	0.014	0.116	0.0368	0.889	·	·	0.504	0.0179	·	·	9.33
2078	5/19/2014	8:35		AFCR	0.053	0.053	0.0174	8.17	·	·	0.638	0.0210	·	·	7.00
2078	6/2/2014	9:20		AFCR	0.0125	0	0.0151	10.5	·	·	0.603	0.0213	·	·	6.67
2078	6/16/2014	9:05		AFCR	0.0183	0	0.0134	20.2	·	·	0.639	0.0198	·	·	4.17
2078	6/30/2014	8:50		AFCR	0.0224	0	0.0166	9.31	·	·	0.677	0.0212	·	·	2.67
2078	7/14/2014	8:30		AFCR	0.02	0	0.0117	10.9	·	·	0.711	0.0186	·	·	9.17
2078	12/1/2014			AFCR	0.211	0.115	0.012	10.5	·	·	0.845	0.0208	·	·	12.3
2078	12/15/2014			AFCR	0.0285	0.00753	0.00578	9.67	·	·	0.652	0.0153	·	·	5.17
2078	12/29/2014			AFCR	0.0287	0.0463	0.00685	14.1	·	·	0.603	0.0176	·	·	4.17
2078	1/12/2015	9:10		AFCR	0.0253	0.0607	0.00594	8.45	0.537	·	0.748	·	13.8	·	0.833
2078	1/26/2015	9:45		AFCR	0.0151	0.209	0.00467	7.84	0.732	·	0.788	·	11.8	·	2.17
2078	2/9/2015	9:15		AFCR	0.0205	0.256	0.0047	7.67	0.717	·	0.769	·	14.4	·	3.67
2078	2/23/2015	9:00		AFCR	0.0132	0.103	0.00186	10.2	0.496	·	0.701	·	16.6	·	2.83
2078	3/9/2015	9:15		AFCR	0.0336	0.187	0.00409	9.17	0.647	0.0160	0.680	·	13.4	·	3.33
2078	3/23/2015	9:10		AFCR	0.0301	0	0.00596	10.6	·	·	0.739	·	20.5	·	2.83
2078	4/6/2015	9:30		AFCR	0.0193	0.000435	0.00633	10.5	·	·	0.811	·	20.6	·	3.50
2078	4/20/2015	9:30		AFCR	0.0148	0.0119	0.00574	7.56	·	·	0.584	·	16.6	·	16.5
2078	5/4/2015	9:10		AFCR	0.0162	0.137	0.00537	7.43	·	·	0.867	·	14.3	·	0.833
2078	5/18/2015	8:45		AFCR	0.0199	0	0.0064	9.66	·	·	0.882	·	26.4	·	8.67
2078	7/13/2015	9:10		AFCR	0.235	0.0073	0.00621	10.4	·	·	0.906	·	36.1	·	2.33
2078	8/10/2015	8:50		GRAB	0.111	0.00608	0.00581	8.84	·	·	0.646	·	21.7	·	5.50
2078	8/24/2015	8:55		AFCR	0.012	0.00104	0.00463	9.01	·	·	·	·	·	·	155
2078	9/21/2015	8:35		AFCR	0.00645	0.00784	0.00982	10.9	·	·	0.841	·	34.2	·	10.8
2078	10/5/2015	8:25		AFCR	0.0268	0.00185	0.0134	12.6	·	·	·	·	·	·	29.8
2078	10/19/2015	7:40		AFCR	0.00701	0.00321	0.00942	12.5	·	·	0.759	·	22.3	·	·
2078	11/16/2015	9:25		AFCR	0.00512	0	0.00974	7.34	·	·	0.728	·	17.7	·	13.7
2078	11/30/2015	9:40		AFCR	0.00833	0	0.00744	14.0	·	·	0.680	·	15.5	·	0
2078	12/14/2015	9:20		AFCR	0.00753	0	0.0068	13.9	·	·	0.701	·	16.1	·	1.67
2078	12/28/2015	9:20		AFCR	0.00912	0.0117	0.00761	14.1	·	·	0.611	·	13.3	·	5.00
2078	1/11/2016	9:35		AFCR	0.0169	0.0641	0.00854	11.6	·	·	0.718	·	15.1	·	2.83
2078	1/25/2016	10:15		AFCR	0.0359	0.274	0.00698	11.7	·	·	0.707	·	10.9	·	4.33
2078	2/8/2016	9:50		AFCR	0.0145	0.226	0.00952	10.4	·	·	0.685	·	9.41	·	1.50
2078	2/23/2016	12:00		AFCR	0.0114	0.283	0.00596	9.51	·	·	0.633	·	8.62	·	7.67
2078	3/7/2016	11:00		AFCR	0.0158	0.106	0.00478	9.73	·	·	0.449	·	9.63	·	2.67
2078	3/22/2016	1:05		AFCR	0.0282	0.0234	0.00775	7.45	·	·	·	·	·	·	4.50
2078	4/4/2016	11:50		AFCR	0.0131	0.120	0.00538	9.07	·	·	0.834	·	16.4	·	5.83
2078	4/18/2016	10:30		AFCR	0.0106	0.0727	0.00689	7.70	·	·	0.711	·	15.7	·	10.3
2078	5/2/2016	11:40		AFCR	0.0309	0.0319	0.00781	10.6	·	·	·	·	·	·	8.33
2078	5/31/2016	12:07		AFCR	0.0097	0	0.00627	10.3	·	·	1.00	·	15.0	·	8.83
2078	6/13/2016			AFCR	0.108	0.364	0.00912	10.7	·	·	1.15	·	16.1	·	5.00
2078	6/27/2016	11:45		AFCR	0.0872	0.375	0.00997	11.1	·	·	1.05	·	16.6	·	14.0
2078	9/6/2016	12:05		AFCR	0.0603	1.37	0.0212	12.4	·	·	1.94	·	14.4	·	13.7
2078	12/12/2016	9:06		AFCR	0.0602	0.537	0.0141	9.52	·	·	1.17	·	17.7	·	4.00
2078	12/20/2016	9:30		AFCR	0.0166	0.0712	0.00540	18.5	·	·	0.591	·	14.8	·	0
2078	1/3/2017	15:30		AFCR	0.0343	0.159	0.00497	12.2	·	·	0.667	·	14.4	·	0.83
2078	1/9/2017	14:40		AFCR	0.0349	0.153	0.00636	9.44	·	·	0.611	·	13.7	·	2.50
2078	1/23/2017	17:00		GRAB	0.0454	0.349	0.0266	5.36	·	·	0.915	·	15.1	·	17.7
2078	2/6/2017	12:40		GRAB	0.0294	0.175	0.0039	9.75	·	·	0.809	·	15.0	·	0
2078	2/21/2017	11:00		AFCR	0.028	0.13	0.00616	9.78	·	·	0.771	·	16.3	·	2.00
2078	3/6/2017	12:00		AFCR	0.0215	0.167	0.00549	10.5	·	·	0.834	·	16.1	·	2.67
2078	3/20/2017	11:45		AFCR	0.0341	0.231	0.00541	11.3	·	·	0.984	·	15.3	·	4.50
2078	4/3/2017	12:10		AFCR	0.0553	0.324	0.00644	12.2	·	·	0.969	·	16.2	·	3.00
2078	4/17/2017	12:00		AFCR	0.0909	0.156	0.0102	9.35	·	·	0.886	·	16.6	·	8.83
2078	5/1/2017			AUTOGRAB	0.208	0.556	0.00739	12.2	·	·	1.17	·	8.46	·	15.3
2078	6/12/2017	10:15		AFCR	0.038	0.214	0.00835	9.03	·	·	0.777	·	8.87	·	2.00
2078	6/26/2017	0:15		AFCR	0.0247	0.171	0.00864	9.51	·	·	0.753	·	12.8	·	3.67
2078	7/10/2017	11:00		AFCR	0.0193	0.387	0.00628	9.43	·	·	0.860	·	10.9	·	2.50
2078	7/24/2017	10:08		AFCR	0.0166	0.326	0.00745	9.01	·	·	0.718	·	9.20	·	3.00
2078	8/7/2017	15:00		AUTOGRAB	0.11	0.24	0.00612	11.1	·	·	0.832	·	14.7	·	8.50
2078	8/21/2017	11:00		AUTOGRAB	0.0486	0.326	0.00806	11.6	·	·	0.872	·	13.8	·	9.50
2078	9/5/2017	11:30		AUTOGRAB	0.0164	0.102	0.0132	12.7	·	·	0.727	·	15.3	·	8.82
2078	9/18/2017	10:40		AFCR	0.00716	0.0505	0.00880	12.3	·	·	0.569	·	14.2	·	13.2
2078	10/2/2017	10:30		AUTOGRAB	0.0286	0.0454	0.00674	14.0	·	·	·	·	·	·	4.67
2078	10/16/2017	11:30		AUTOGRAB	0.0536	0.0167	0.0100	14.1	·	·	·	·	·	·	10.8
2078	10/30/2017	11:30		AUTOGRAB	0.0139	0.0646	0.00699	15.9	·	·	0.730	·	20.3	·	11.5
2078	11/13/2017	11:55		AFCR	0.00833	0.0505	0.00505	16.1	·	·	0.675	·	21.0	·	9.67
2078	11/27/2017	11:30		AUTOGRAB	0.00949	0.0322	0.00459	17.4	·	·	0.578	·	18.6	·	6.33
2078	12/11/2017	11:35		AFCR	0.00871	0.207	0.0122	16.7	·	·	0.601	·	12.0	·	30.1
2078	12/27/2017	12:50		AFCR	0.0148	0.0363	0.00612	16.7	·	·	0.411	·	11.0	·	10.2
2078	1/8/2018	13:00		AFCR	0.0446	0.0192	0.00690	17.0	·	·	0.407	·	9.94	·	20.7
2078	1/23/2018	14:16		AFCR	0.0212	0.0275	0.00627	17.3	·	·	0.490	·	10.1	·	3.83
2078	2/5/2018	8:00		AFCR	0.0208	0.0312	0.00783	16.1	·	·	0.501	·	11.5	·	5.29
2078	2/20/2018	13:00		AFCR	0.0191	0.108	0.00666	12.6	·	·	0.663	·	14.2	·	3.67
2078	3/5/2018	13:45		AFCR	0.0217	0.167	0.00816	14.2	·	·	0.866	·	15.7	·	1.17
2078	3/19/2018	12:45		AFCR	0.0176	0.149	0.00587	14.1	·	·	0.684	·	12.1	·	0.833
2078	4/2/2018	7:45		AFCR	0.0292	0.130	0.00531	13.2	·	·	0.109	·	11.8	·	1.53
2078	4/16/2018	12:25		AFCR	0.0263	0.261	0.00697	13.2	·	·	0.136	·	11.1	·	2.17
2078	4/30/2018	15:30		AFCR	0.019	0.161	0.00651	11.1	·	·	0.119	·	11.4	·	1.50
2078	5/14/2018	11:55		AUTOGRAB	0.176	0.447	0.00671	13.5	·	·	0.221	·	12.6	·	6.17
2078	5/29/2018	12:10		AFCR	0.00882	0.223	0.00725	12.2	·	·	0.700	·	11.9	·	2.17
2078	6/11/2018	10:50		AFCR	0.0194	0.309	0.00772	11.2	·	·	0.840	·	12.7	·	1.67
2078	6/25/2018	9:15		AFCR	0.0209	1.18	0.008	12.4	·	·	1.44	·	11.1	·	5.17
2078	7/9/2018	11:05		AFCR	0.0308	0.450	0.00627	12.0	·	·	0.781	·	13.0	·	2.00
2078	7/23/2018	10:45		AUTOGRAB	0.00774	0.488	0.00394	10.6	·	·	0.952	·	14.3	·	2.90
2078	8/6/2018	10:55		AFCR	0.0133	0.246	0.00646	10.0	·	·	1.07	·	16.2	·	1.58
2078	8/20/2018	11:00	full	AFCR	0.0149	0.155	0.0122	9.08	·	·	0.807	·	17.9	·	1.82
2078	9/4/2018	11:00		AFCR	0.0213	0.275	0.00454	11.0	·	·	1.21	·	17.6	·	9.05
2078	9/17/2018	10:55		AFCR	0.075	0.306	0.00522	13.9	·	·	0.927	·	17.8	·	9.67
2078	10/15/2018	11:30		GRAB	0.0108	0.391	0.0113	16.3	·	·	1.01	·	26.0	·	8.82
2078	10/29/2018	11:00		AFCR	0.00375	0.00416	0.00566	16.4	·	·	0.607	·	23.1	·	5.20
2078	11/13/2018	14:10		AFCR	0.00469	0.0153	0.00618	14.7	·	·	0.536	·	20.2	·	2.98
2078	11/26/2018	14:10		AFCR	0.0269	0.11	0.00737	12.4	·	·	0.626	·	18.0	·	2.43
2078	12/10/2018	11:15		AFCR	0.0232	0.202	0.00639	12.3	·	·	0.578	·	13.4	·	5.02
